code,link
TBIG,https://query1.finance.yahoo.com/v7/finance/download/TBIG.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TBLA,https://query1.finance.yahoo.com/v7/finance/download/TBLA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TBMS,https://query1.finance.yahoo.com/v7/finance/download/TBMS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TCID,https://query1.finance.yahoo.com/v7/finance/download/TCID.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TELE,https://query1.finance.yahoo.com/v7/finance/download/TELE.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TFCO,https://query1.finance.yahoo.com/v7/finance/download/TFCO.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TGKA,https://query1.finance.yahoo.com/v7/finance/download/TGKA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TGRA,https://query1.finance.yahoo.com/v7/finance/download/TGRA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TIFA,https://query1.finance.yahoo.com/v7/finance/download/TIFA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TINS,https://query1.finance.yahoo.com/v7/finance/download/TINS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TIRA,https://query1.finance.yahoo.com/v7/finance/download/TIRA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TIRT,https://query1.finance.yahoo.com/v7/finance/download/TIRT.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TKGA,https://query1.finance.yahoo.com/v7/finance/download/TKGA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TKIM,https://query1.finance.yahoo.com/v7/finance/download/TKIM.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TLKM,https://query1.finance.yahoo.com/v7/finance/download/TLKM.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TMAS,https://query1.finance.yahoo.com/v7/finance/download/TMAS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TMPI,https://query1.finance.yahoo.com/v7/finance/download/TMPI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TMPO,https://query1.finance.yahoo.com/v7/finance/download/TMPO.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TOBA,https://query1.finance.yahoo.com/v7/finance/download/TOBA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TOPS,https://query1.finance.yahoo.com/v7/finance/download/TOPS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TOTL,https://query1.finance.yahoo.com/v7/finance/download/TOTL.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TOTO,https://query1.finance.yahoo.com/v7/finance/download/TOTO.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TOWR,https://query1.finance.yahoo.com/v7/finance/download/TOWR.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TPIA,https://query1.finance.yahoo.com/v7/finance/download/TPIA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TPMA,https://query1.finance.yahoo.com/v7/finance/download/TPMA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TRAM,https://query1.finance.yahoo.com/v7/finance/download/TRAM.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TRIL,https://query1.finance.yahoo.com/v7/finance/download/TRIL.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TRIM,https://query1.finance.yahoo.com/v7/finance/download/TRIM.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TRIO,https://query1.finance.yahoo.com/v7/finance/download/TRIO.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TRIS,https://query1.finance.yahoo.com/v7/finance/download/TRIS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TRST,https://query1.finance.yahoo.com/v7/finance/download/TRST.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TRUB,https://query1.finance.yahoo.com/v7/finance/download/TRUB.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TRUS,https://query1.finance.yahoo.com/v7/finance/download/TRUS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TSPC,https://query1.finance.yahoo.com/v7/finance/download/TSPC.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TURI,https://query1.finance.yahoo.com/v7/finance/download/TURI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
ULTJ,https://query1.finance.yahoo.com/v7/finance/download/ULTJ.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
UNIC,https://query1.finance.yahoo.com/v7/finance/download/UNIC.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
UNIT,https://query1.finance.yahoo.com/v7/finance/download/UNIT.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
UNSP,https://query1.finance.yahoo.com/v7/finance/download/UNSP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
UNTR,https://query1.finance.yahoo.com/v7/finance/download/UNTR.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
UNTX,https://query1.finance.yahoo.com/v7/finance/download/UNTX.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
UNVR,https://query1.finance.yahoo.com/v7/finance/download/UNVR.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
VICO,https://query1.finance.yahoo.com/v7/finance/download/VICO.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
VINS,https://query1.finance.yahoo.com/v7/finance/download/VINS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
VINS-W,https://query1.finance.yahoo.com/v7/finance/download/VINS-W.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
VIVA,https://query1.finance.yahoo.com/v7/finance/download/VIVA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
VOKS,https://query1.finance.yahoo.com/v7/finance/download/VOKS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
VRNA,https://query1.finance.yahoo.com/v7/finance/download/VRNA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
WAPO,https://query1.finance.yahoo.com/v7/finance/download/WAPO.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
WEGE,https://query1.finance.yahoo.com/v7/finance/download/WEGE.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
WEHA,https://query1.finance.yahoo.com/v7/finance/download/WEHA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
WICO,https://query1.finance.yahoo.com/v7/finance/download/WICO.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
WIIM,https://query1.finance.yahoo.com/v7/finance/download/WIIM.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
WIKA,https://query1.finance.yahoo.com/v7/finance/download/WIKA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
WINS,https://query1.finance.yahoo.com/v7/finance/download/WINS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
WOMF,https://query1.finance.yahoo.com/v7/finance/download/WOMF.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
WOOD,https://query1.finance.yahoo.com/v7/finance/download/WOOD.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
WSBP,https://query1.finance.yahoo.com/v7/finance/download/WSBP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
WSKT,https://query1.finance.yahoo.com/v7/finance/download/WSKT.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
WTON,https://query1.finance.yahoo.com/v7/finance/download/WTON.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
YPAS,https://query1.finance.yahoo.com/v7/finance/download/YPAS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
YULE,https://query1.finance.yahoo.com/v7/finance/download/YULE.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
ZBRA,https://query1.finance.yahoo.com/v7/finance/download/ZBRA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
ZINC,https://query1.finance.yahoo.com/v7/finance/download/ZINC.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
